Zeit  1 - Standardmessrate [s]	PW2DC3MR [g]	MX440B_CH 2 [V]	MX440B_CH 3 [V]	PW2DC3MR_1 [V]
0	704,40	-1000000	-1000000	-1000000	
0,02000	702,72	-1000000	-1000000	-1000000	
0,04000	700,61	-1000000	-1000000	-1000000	
0,06000	700,20	-1000000	-1000000	-1000000	
0,08000	699,54	-1000000	-1000000	-1000000	
0,1000	699,96	-1000000	-1000000	-1000000	
0,1200	702,31	-1000000	-1000000	-1000000	
0,1400	703,48	-1000000	-1000000	-1000000	
0,1600	704,66	-1000000	-1000000	-1000000	
0,1800	705,77	-1000000	-1000000	-1000000	
0,2000	704,72	-1000000	-1000000	-1000000	
0,2200	704,62	-1000000	-1000000	-1000000	
0,2400	704,83	-1000000	-1000000	-1000000	
0,2600	703,67	-1000000	-1000000	-1000000	
0,2800	704,23	-1000000	-1000000	-1000000	
0,3000	704,25	-1000000	-1000000	-1000000	
0,3200	703,97	-1000000	-1000000	-1000000	
0,3400	705,55	-1000000	-1000000	-1000000	
0,3600	706,72	-1000000	-1000000	-1000000	
0,3800	707,60	-1000000	-1000000	-1000000	
0,4000	709,22	-1000000	-1000000	-1000000	
0,4200	708,76	-1000000	-1000000	-1000000	
0,4400	708,32	-1000000	-1000000	-1000000	
0,4600	708,40	-1000000	-1000000	-1000000	
0,4800	706,91	-1000000	-1000000	-1000000	
0,5000	705,61	-1000000	-1000000	-1000000	
0,5200	704,92	-1000000	-1000000	-1000000	
0,5400	703,39	-1000000	-1000000	-1000000	
0,5600	703,90	-1000000	-1000000	-1000000	
0,5800	704,91	-1000000	-1000000	-1000000	
0,6000	705,14	-1000000	-1000000	-1000000	
0,6200	706,67	-1000000	-1000000	-1000000	
0,6400	706,70	-1000000	-1000000	-1000000	
0,6600	705,63	-1000000	-1000000	-1000000	
0,6800	705,51	-1000000	-1000000	-1000000	
0,7000	703,92	-1000000	-1000000	-1000000	
0,7200	703,05	-1000000	-1000000	-1000000	
0,7400	704,26	-1000000	-1000000	-1000000	
0,7600	704,54	-1000000	-1000000	-1000000	
0,7800	705,73	-1000000	-1000000	-1000000	
0,8000	707,01	-1000000	-1000000	-1000000	
0,8200	706,72	-1000000	-1000000	-1000000	
0,8400	707,29	-1000000	-1000000	-1000000	
0,8600	707,66	-1000000	-1000000	-1000000	
0,8800	705,92	-1000000	-1000000	-1000000	
0,9000	704,99	-1000000	-1000000	-1000000	
0,9200	703,86	-1000000	-1000000	-1000000	
0,9400	702,96	-1000000	-1000000	-1000000	
0,9600	704,55	-1000000	-1000000	-1000000	
0,9800	705,55	-1000000	-1000000	-1000000	
1,000	706,28	-1000000	-1000000	-1000000	
1,020	708,03	-1000000	-1000000	-1000000	
1,040	708,04	-1000000	-1000000	-1000000	
1,060	707,50	-1000000	-1000000	-1000000	
1,080	706,69	-1000000	-1000000	-1000000	
1,100	704,38	-1000000	-1000000	-1000000	
1,120	703,65	-1000000	-1000000	-1000000	
1,140	703,64	-1000000	-1000000	-1000000	
1,160	703,24	-1000000	-1000000	-1000000	
1,180	704,52	-1000000	-1000000	-1000000	
1,200	705,48	-1000000	-1000000	-1000000	
1,220	704,95	-1000000	-1000000	-1000000	
1,240	705,36	-1000000	-1000000	-1000000	
1,260	704,86	-1000000	-1000000	-1000000	
1,280	703,56	-1000000	-1000000	-1000000	
1,300	702,86	-1000000	-1000000	-1000000	
1,320	700,64	-1000000	-1000000	-1000000	
1,340	699,19	-1000000	-1000000	-1000000	
1,360	699,67	-1000000	-1000000	-1000000	
1,380	699,63	-1000000	-1000000	-1000000	
1,400	701,09	-1000000	-1000000	-1000000	
1,420	703,81	-1000000	-1000000	-1000000	
1,440	705,32	-1000000	-1000000	-1000000	
1,460	707,27	-1000000	-1000000	-1000000	
1,480	707,12	-1000000	-1000000	-1000000	
1,500	704,85	-1000000	-1000000	-1000000	
1,520	703,58	-1000000	-1000000	-1000000	
1,540	702,23	-1000000	-1000000	-1000000	
1,560	700,79	-1000000	-1000000	-1000000	
1,580	701,23	-1000000	-1000000	-1000000	
1,600	701,39	-1000000	-1000000	-1000000	
1,620	702,40	-1000000	-1000000	-1000000	
1,640	704,53	-1000000	-1000000	-1000000	
1,660	705,38	-1000000	-1000000	-1000000	
1,680	705,98	-1000000	-1000000	-1000000	
1,700	706,49	-1000000	-1000000	-1000000	
1,720	705,07	-1000000	-1000000	-1000000	
1,740	704,33	-1000000	-1000000	-1000000	
1,760	703,60	-1000000	-1000000	-1000000	
1,780	702,21	-1000000	-1000000	-1000000	
1,800	702,65	-1000000	-1000000	-1000000	
1,820	702,87	-1000000	-1000000	-1000000	
1,840	702,73	-1000000	-1000000	-1000000	
1,860	703,97	-1000000	-1000000	-1000000	
1,880	704,46	-1000000	-1000000	-1000000	
1,900	704,13	-1000000	-1000000	-1000000	
1,920	704,56	-1000000	-1000000	-1000000	
1,940	703,73	-1000000	-1000000	-1000000	
1,960	703,01	-1000000	-1000000	-1000000	
1,980	702,61	-1000000	-1000000	-1000000	
2,000	700,97	-1000000	-1000000	-1000000	
2,020	700,57	-1000000	-1000000	-1000000	
2,040	701,42	-1000000	-1000000	-1000000	
2,060	701,32	-1000000	-1000000	-1000000	
2,080	702,25	-1000000	-1000000	-1000000	
2,100	703,28	-1000000	-1000000	-1000000	
2,120	703,60	-1000000	-1000000	-1000000	
2,140	705,38	-1000000	-1000000	-1000000	
2,160	705,69	-1000000	-1000000	-1000000	
2,180	704,58	-1000000	-1000000	-1000000	
2,200	703,99	-1000000	-1000000	-1000000	
2,220	702,27	-1000000	-1000000	-1000000	
2,240	701,34	-1000000	-1000000	-1000000	
2,260	702,25	-1000000	-1000000	-1000000	
2,280	702,70	-1000000	-1000000	-1000000	
2,300	704,42	-1000000	-1000000	-1000000	
2,320	706,44	-1000000	-1000000	-1000000	
2,340	706,84	-1000000	-1000000	-1000000	
2,360	707,13	-1000000	-1000000	-1000000	
2,380	706,58	-1000000	-1000000	-1000000	
2,400	704,35	-1000000	-1000000	-1000000	
2,420	703,26	-1000000	-1000000	-1000000	
2,440	702,34	-1000000	-1000000	-1000000	
2,460	701,41	-1000000	-1000000	-1000000	
2,480	701,97	-1000000	-1000000	-1000000	
2,500	701,90	-1000000	-1000000	-1000000	
2,520	702,60	-1000000	-1000000	-1000000	
2,540	705,08	-1000000	-1000000	-1000000	
2,560	706,47	-1000000	-1000000	-1000000	
2,580	707,78	-1000000	-1000000	-1000000	
2,600	708,87	-1000000	-1000000	-1000000	
2,620	707,78	-1000000	-1000000	-1000000	
2,640	706,92	-1000000	-1000000	-1000000	
2,660	705,68	-1000000	-1000000	-1000000	
2,680	704,14	-1000000	-1000000	-1000000	
2,700	704,18	-1000000	-1000000	-1000000	
2,720	704,96	-1000000	-1000000	-1000000	
2,740	705,84	-1000000	-1000000	-1000000	
2,760	707,73	-1000000	-1000000	-1000000	
2,780	708,31	-1000000	-1000000	-1000000	
2,800	708,33	-1000000	-1000000	-1000000	
2,820	709,05	-1000000	-1000000	-1000000	
2,840	708,59	-1000000	-1000000	-1000000	
2,860	708,17	-1000000	-1000000	-1000000	
2,880	708,91	-1000000	-1000000	-1000000	
2,900	708,62	-1000000	-1000000	-1000000	
2,920	709,25	-1000000	-1000000	-1000000	
2,940	710,62	-1000000	-1000000	-1000000	
2,960	710,68	-1000000	-1000000	-1000000	
2,980	710,92	-1000000	-1000000	-1000000	
3,000	709,70	-1000000	-1000000	-1000000	
3,020	707,63	-1000000	-1000000	-1000000	
3,040	707,20	-1000000	-1000000	-1000000	
3,060	706,60	-1000000	-1000000	-1000000	
3,080	705,52	-1000000	-1000000	-1000000	
3,100	705,90	-1000000	-1000000	-1000000	
3,120	706,17	-1000000	-1000000	-1000000	
3,140	706,90	-1000000	-1000000	-1000000	
3,160	708,00	-1000000	-1000000	-1000000	
3,180	707,12	-1000000	-1000000	-1000000	
3,200	705,72	-1000000	-1000000	-1000000	
3,220	705,11	-1000000	-1000000	-1000000	
3,240	704,30	-1000000	-1000000	-1000000	
3,260	704,95	-1000000	-1000000	-1000000	
3,280	705,77	-1000000	-1000000	-1000000	
3,300	705,00	-1000000	-1000000	-1000000	
3,320	705,03	-1000000	-1000000	-1000000	
3,340	704,28	-1000000	-1000000	-1000000	
3,360	702,71	-1000000	-1000000	-1000000	
3,380	702,20	-1000000	-1000000	-1000000	
3,400	701,55	-1000000	-1000000	-1000000	
3,420	700,97	-1000000	-1000000	-1000000	
3,440	701,94	-1000000	-1000000	-1000000	
3,460	702,43	-1000000	-1000000	-1000000	
3,480	703,65	-1000000	-1000000	-1000000	
3,500	704,89	-1000000	-1000000	-1000000	
3,520	704,50	-1000000	-1000000	-1000000	
3,540	703,80	-1000000	-1000000	-1000000	
3,560	703,34	-1000000	-1000000	-1000000	
3,580	701,79	-1000000	-1000000	-1000000	
3,600	701,24	-1000000	-1000000	-1000000	
3,620	701,35	-1000000	-1000000	-1000000	
3,640	701,77	-1000000	-1000000	-1000000	
3,660	703,23	-1000000	-1000000	-1000000	
3,680	703,95	-1000000	-1000000	-1000000	
3,700	704,16	-1000000	-1000000	-1000000	
3,720	705,27	-1000000	-1000000	-1000000	
3,740	705,45	-1000000	-1000000	-1000000	
