Zeit  1 - Standardmessrate [s]	PW2DC3MR [g]	MX440B_CH 2 [V]	MX440B_CH 3 [V]	PW2DC3MR_1 [V]
0	548,85	-1000000	-1000000	-1000000	
0,02000	551,24	-1000000	-1000000	-1000000	
0,04000	551,06	-1000000	-1000000	-1000000	
0,06000	549,38	-1000000	-1000000	-1000000	
0,08000	544,22	-1000000	-1000000	-1000000	
0,1000	540,66	-1000000	-1000000	-1000000	
0,1200	540,05	-1000000	-1000000	-1000000	
0,1400	540,69	-1000000	-1000000	-1000000	
0,1600	545,85	-1000000	-1000000	-1000000	
0,1800	552,00	-1000000	-1000000	-1000000	
0,2000	555,41	-1000000	-1000000	-1000000	
0,2200	556,07	-1000000	-1000000	-1000000	
0,2400	552,30	-1000000	-1000000	-1000000	
0,2600	547,61	-1000000	-1000000	-1000000	
0,2800	547,54	-1000000	-1000000	-1000000	
0,3000	548,08	-1000000	-1000000	-1000000	
0,3200	549,88	-1000000	-1000000	-1000000	
0,3400	554,17	-1000000	-1000000	-1000000	
0,3600	556,52	-1000000	-1000000	-1000000	
0,3800	557,34	-1000000	-1000000	-1000000	
0,4000	555,49	-1000000	-1000000	-1000000	
0,4200	549,91	-1000000	-1000000	-1000000	
0,4400	545,99	-1000000	-1000000	-1000000	
0,4600	542,79	-1000000	-1000000	-1000000	
0,4800	539,16	-1000000	-1000000	-1000000	
0,5000	538,52	-1000000	-1000000	-1000000	
0,5200	539,53	-1000000	-1000000	-1000000	
0,5400	541,86	-1000000	-1000000	-1000000	
0,5600	547,11	-1000000	-1000000	-1000000	
0,5800	550,73	-1000000	-1000000	-1000000	
0,6000	554,59	-1000000	-1000000	-1000000	
0,6200	559,61	-1000000	-1000000	-1000000	
0,6400	562,12	-1000000	-1000000	-1000000	
0,6600	562,80	-1000000	-1000000	-1000000	
0,6800	561,73	-1000000	-1000000	-1000000	
0,7000	556,23	-1000000	-1000000	-1000000	
0,7200	550,37	-1000000	-1000000	-1000000	
0,7400	544,28	-1000000	-1000000	-1000000	
0,7600	540,03	-1000000	-1000000	-1000000	
0,7800	542,67	-1000000	-1000000	-1000000	
0,8000	548,68	-1000000	-1000000	-1000000	
0,8200	553,54	-1000000	-1000000	-1000000	
0,8400	558,88	-1000000	-1000000	-1000000	
0,8600	560,99	-1000000	-1000000	-1000000	
0,8800	559,10	-1000000	-1000000	-1000000	
0,9000	553,39	-1000000	-1000000	-1000000	
0,9200	542,76	-1000000	-1000000	-1000000	
0,9400	533,10	-1000000	-1000000	-1000000	
0,9600	530,12	-1000000	-1000000	-1000000	
0,9800	531,76	-1000000	-1000000	-1000000	
1,000	537,73	-1000000	-1000000	-1000000	
1,020	544,01	-1000000	-1000000	-1000000	
1,040	547,42	-1000000	-1000000	-1000000	
1,060	548,28	-1000000	-1000000	-1000000	
1,080	546,02	-1000000	-1000000	-1000000	
1,100	541,20	-1000000	-1000000	-1000000	
1,120	538,41	-1000000	-1000000	-1000000	
1,140	535,20	-1000000	-1000000	-1000000	
1,160	533,65	-1000000	-1000000	-1000000	
1,180	535,22	-1000000	-1000000	-1000000	
1,200	536,86	-1000000	-1000000	-1000000	
1,220	539,20	-1000000	-1000000	-1000000	
1,240	543,78	-1000000	-1000000	-1000000	
1,260	546,28	-1000000	-1000000	-1000000	
1,280	548,95	-1000000	-1000000	-1000000	
1,300	551,31	-1000000	-1000000	-1000000	
1,320	549,75	-1000000	-1000000	-1000000	
1,340	546,72	-1000000	-1000000	-1000000	
1,360	542,84	-1000000	-1000000	-1000000	
1,380	538,00	-1000000	-1000000	-1000000	
1,400	535,41	-1000000	-1000000	-1000000	
1,420	534,61	-1000000	-1000000	-1000000	
1,440	537,53	-1000000	-1000000	-1000000	
1,460	546,39	-1000000	-1000000	-1000000	
1,480	556,34	-1000000	-1000000	-1000000	
1,500	564,27	-1000000	-1000000	-1000000	
1,520	569,07	-1000000	-1000000	-1000000	
1,540	567,70	-1000000	-1000000	-1000000	
1,560	562,21	-1000000	-1000000	-1000000	
1,580	553,83	-1000000	-1000000	-1000000	
1,600	543,96	-1000000	-1000000	-1000000	
1,620	539,12	-1000000	-1000000	-1000000	
1,640	539,82	-1000000	-1000000	-1000000	
1,660	544,87	-1000000	-1000000	-1000000	
1,680	554,25	-1000000	-1000000	-1000000	
1,700	561,99	-1000000	-1000000	-1000000	
1,720	562,77	-1000000	-1000000	-1000000	
1,740	558,80	-1000000	-1000000	-1000000	
1,760	549,55	-1000000	-1000000	-1000000	
1,780	539,48	-1000000	-1000000	-1000000	
1,800	532,62	-1000000	-1000000	-1000000	
1,820	528,04	-1000000	-1000000	-1000000	
1,840	528,19	-1000000	-1000000	-1000000	
1,860	534,56	-1000000	-1000000	-1000000	
1,880	542,40	-1000000	-1000000	-1000000	
1,900	549,88	-1000000	-1000000	-1000000	
1,920	553,55	-1000000	-1000000	-1000000	
1,940	551,89	-1000000	-1000000	-1000000	
1,960	549,08	-1000000	-1000000	-1000000	
1,980	545,93	-1000000	-1000000	-1000000	
2,000	544,37	-1000000	-1000000	-1000000	
2,020	547,69	-1000000	-1000000	-1000000	
2,040	552,61	-1000000	-1000000	-1000000	
2,060	557,13	-1000000	-1000000	-1000000	
2,080	560,71	-1000000	-1000000	-1000000	
2,100	558,90	-1000000	-1000000	-1000000	
2,120	554,39	-1000000	-1000000	-1000000	
2,140	549,81	-1000000	-1000000	-1000000	
2,160	544,34	-1000000	-1000000	-1000000	
2,180	541,80	-1000000	-1000000	-1000000	
2,200	544,91	-1000000	-1000000	-1000000	
2,220	550,60	-1000000	-1000000	-1000000	
2,240	558,82	-1000000	-1000000	-1000000	
2,260	564,73	-1000000	-1000000	-1000000	
2,280	566,02	-1000000	-1000000	-1000000	
2,300	562,71	-1000000	-1000000	-1000000	
2,320	553,46	-1000000	-1000000	-1000000	
2,340	541,99	-1000000	-1000000	-1000000	
2,360	535,95	-1000000	-1000000	-1000000	
2,380	534,76	-1000000	-1000000	-1000000	
2,400	539,13	-1000000	-1000000	-1000000	
2,420	546,23	-1000000	-1000000	-1000000	
2,440	550,41	-1000000	-1000000	-1000000	
2,460	552,28	-1000000	-1000000	-1000000	
2,480	550,79	-1000000	-1000000	-1000000	
2,500	542,78	-1000000	-1000000	-1000000	
2,520	533,51	-1000000	-1000000	-1000000	
2,540	525,70	-1000000	-1000000	-1000000	
2,560	523,17	-1000000	-1000000	-1000000	
2,580	528,90	-1000000	-1000000	-1000000	
2,600	540,31	-1000000	-1000000	-1000000	
2,620	552,84	-1000000	-1000000	-1000000	
2,640	565,66	-1000000	-1000000	-1000000	
2,660	571,88	-1000000	-1000000	-1000000	
2,680	571,25	-1000000	-1000000	-1000000	
2,700	565,83	-1000000	-1000000	-1000000	
2,720	556,72	-1000000	-1000000	-1000000	
2,740	547,57	-1000000	-1000000	-1000000	
2,760	541,56	-1000000	-1000000	-1000000	
2,780	538,29	-1000000	-1000000	-1000000	
2,800	540,61	-1000000	-1000000	-1000000	
2,820	547,12	-1000000	-1000000	-1000000	
2,840	554,11	-1000000	-1000000	-1000000	
2,860	562,08	-1000000	-1000000	-1000000	
2,880	566,52	-1000000	-1000000	-1000000	
2,900	564,83	-1000000	-1000000	-1000000	
2,920	558,43	-1000000	-1000000	-1000000	
2,940	548,26	-1000000	-1000000	-1000000	
2,960	539,31	-1000000	-1000000	-1000000	
2,980	536,46	-1000000	-1000000	-1000000	
3,000	535,78	-1000000	-1000000	-1000000	
3,020	538,54	-1000000	-1000000	-1000000	
3,040	545,09	-1000000	-1000000	-1000000	
3,060	551,99	-1000000	-1000000	-1000000	
3,080	557,13	-1000000	-1000000	-1000000	
3,100	558,36	-1000000	-1000000	-1000000	
3,120	553,63	-1000000	-1000000	-1000000	
3,140	547,54	-1000000	-1000000	-1000000	
3,160	539,52	-1000000	-1000000	-1000000	
3,180	531,53	-1000000	-1000000	-1000000	
3,200	527,52	-1000000	-1000000	-1000000	
3,220	526,72	-1000000	-1000000	-1000000	
3,240	528,30	-1000000	-1000000	-1000000	
3,260	532,12	-1000000	-1000000	-1000000	
3,280	533,12	-1000000	-1000000	-1000000	
3,300	532,11	-1000000	-1000000	-1000000	
3,320	529,37	-1000000	-1000000	-1000000	
3,340	524,41	-1000000	-1000000	-1000000	
3,360	522,26	-1000000	-1000000	-1000000	
3,380	524,56	-1000000	-1000000	-1000000	
3,400	528,50	-1000000	-1000000	-1000000	
3,420	534,59	-1000000	-1000000	-1000000	
3,440	539,61	-1000000	-1000000	-1000000	
3,460	542,76	-1000000	-1000000	-1000000	
3,480	544,95	-1000000	-1000000	-1000000	
3,500	543,66	-1000000	-1000000	-1000000	
3,520	539,57	-1000000	-1000000	-1000000	
3,540	537,29	-1000000	-1000000	-1000000	
3,560	535,97	-1000000	-1000000	-1000000	
3,580	536,99	-1000000	-1000000	-1000000	
