Zeit  1 - Standardmessrate [s]	PW2DC3MR [g]	MX440B_CH 2 [V]	MX440B_CH 3 [V]	PW2DC3MR_1 [V]
0	528,58	-1000000	-1000000	-1000000	
0,02000	527,04	-1000000	-1000000	-1000000	
0,04000	526,12	-1000000	-1000000	-1000000	
0,06000	526,56	-1000000	-1000000	-1000000	
0,08000	528,46	-1000000	-1000000	-1000000	
0,1000	531,21	-1000000	-1000000	-1000000	
0,1200	533,52	-1000000	-1000000	-1000000	
0,1400	534,97	-1000000	-1000000	-1000000	
0,1600	535,42	-1000000	-1000000	-1000000	
0,1800	534,89	-1000000	-1000000	-1000000	
0,2000	533,73	-1000000	-1000000	-1000000	
0,2200	532,62	-1000000	-1000000	-1000000	
0,2400	531,91	-1000000	-1000000	-1000000	
0,2600	531,23	-1000000	-1000000	-1000000	
0,2800	530,53	-1000000	-1000000	-1000000	
0,3000	530,16	-1000000	-1000000	-1000000	
0,3200	530,53	-1000000	-1000000	-1000000	
0,3400	531,55	-1000000	-1000000	-1000000	
0,3600	532,36	-1000000	-1000000	-1000000	
0,3800	532,31	-1000000	-1000000	-1000000	
0,4000	531,38	-1000000	-1000000	-1000000	
0,4200	530,59	-1000000	-1000000	-1000000	
0,4400	530,40	-1000000	-1000000	-1000000	
0,4600	530,83	-1000000	-1000000	-1000000	
0,4800	531,37	-1000000	-1000000	-1000000	
0,5000	531,49	-1000000	-1000000	-1000000	
0,5200	530,79	-1000000	-1000000	-1000000	
0,5400	529,98	-1000000	-1000000	-1000000	
0,5600	529,61	-1000000	-1000000	-1000000	
0,5800	530,02	-1000000	-1000000	-1000000	
0,6000	530,96	-1000000	-1000000	-1000000	
0,6200	531,84	-1000000	-1000000	-1000000	
0,6400	532,15	-1000000	-1000000	-1000000	
0,6600	531,69	-1000000	-1000000	-1000000	
0,6800	531,05	-1000000	-1000000	-1000000	
0,7000	530,54	-1000000	-1000000	-1000000	
0,7200	530,39	-1000000	-1000000	-1000000	
0,7400	530,50	-1000000	-1000000	-1000000	
0,7600	530,79	-1000000	-1000000	-1000000	
0,7800	531,07	-1000000	-1000000	-1000000	
0,8000	531,15	-1000000	-1000000	-1000000	
0,8200	531,34	-1000000	-1000000	-1000000	
0,8400	531,90	-1000000	-1000000	-1000000	
0,8600	532,22	-1000000	-1000000	-1000000	
0,8800	531,35	-1000000	-1000000	-1000000	
0,9000	530,20	-1000000	-1000000	-1000000	
0,9200	529,92	-1000000	-1000000	-1000000	
0,9400	530,96	-1000000	-1000000	-1000000	
0,9600	532,44	-1000000	-1000000	-1000000	
0,9800	533,65	-1000000	-1000000	-1000000	
1,000	533,43	-1000000	-1000000	-1000000	
1,020	531,56	-1000000	-1000000	-1000000	
1,040	528,96	-1000000	-1000000	-1000000	
1,060	527,43	-1000000	-1000000	-1000000	
1,080	527,24	-1000000	-1000000	-1000000	
1,100	527,94	-1000000	-1000000	-1000000	
1,120	529,00	-1000000	-1000000	-1000000	
1,140	530,42	-1000000	-1000000	-1000000	
1,160	531,61	-1000000	-1000000	-1000000	
1,180	532,20	-1000000	-1000000	-1000000	
1,200	531,82	-1000000	-1000000	-1000000	
