05/05/2022 09:45:47.260,0.09018,0.09092,0.09091,0.06748,,,,,343.74
05/05/2022 09:45:47.280,0.09061,0.09101,0.09126,0.06687,,,,,343.74
05/05/2022 09:45:47.300,0.09113,0.09110,0.09151,0.06670,,,,,343.74
05/05/2022 09:45:47.320,0.09130,0.09101,0.09151,0.06696,,,,,343.74
05/05/2022 09:45:47.340,0.09113,0.09101,0.09117,0.06722,,,,,343.74
05/05/2022 09:45:47.360,0.09061,0.09092,0.09108,0.06687,,,,,343.74
05/05/2022 09:45:47.380,0.09061,0.09092,0.09108,0.06619,,,,,343.74
05/05/2022 09:45:47.400,0.09087,0.09084,0.09117,0.06576,,,,,343.74
05/05/2022 09:45:47.420,0.09104,0.09067,0.09126,0.06619,,,,,343.74
05/05/2022 09:45:47.440,0.09130,0.09049,0.09134,0.06662,,,,,343.74
05/05/2022 09:45:47.460,0.09130,0.09058,0.09143,0.06696,,,,,343.74
05/05/2022 09:45:47.480,0.09121,0.09084,0.09160,0.06713,,,,,343.74
05/05/2022 09:45:47.500,0.09096,0.09118,0.09160,0.06748,,,,,343.74
05/05/2022 09:45:47.520,0.09053,0.09144,0.09151,0.06765,,,,,343.75
05/05/2022 09:45:47.540,0.09036,0.09144,0.09194,0.06739,,,,,343.75
05/05/2022 09:45:47.560,0.09061,0.09101,0.09194,0.06713,,,,,343.75
05/05/2022 09:45:47.580,0.09087,0.09092,0.09160,0.06705,,,,,343.75
05/05/2022 09:45:47.600,0.09096,0.09101,0.09134,0.06730,,,,,343.75
05/05/2022 09:45:47.620,0.09130,0.09118,0.09117,0.06730,,,,,343.75
05/05/2022 09:45:47.640,0.09147,0.09144,0.09143,0.06705,,,,,343.75
05/05/2022 09:45:47.660,0.09139,0.09170,0.09203,0.06670,,,,,343.75
05/05/2022 09:45:47.680,0.09113,0.09204,0.09237,0.06645,,,,,343.75
05/05/2022 09:45:47.700,0.09138,0.09204,0.09245,0.06679,,,,,343.75
05/05/2022 09:45:47.720,0.09155,0.09169,0.09245,0.06696,,,,,343.75
05/05/2022 09:45:47.740,0.09155,0.09118,0.09237,0.06696,,,,,343.75
05/05/2022 09:45:47.760,0.09121,0.09101,0.09211,0.06722,,,,,343.75
05/05/2022 09:45:47.780,0.09061,0.09109,0.09211,0.06782,,,,,343.75
05/05/2022 09:45:47.800,0.09027,0.09144,0.09220,0.06893,,,,,343.75
05/05/2022 09:45:47.820,0.09035,0.09195,0.09177,0.07005,,,,,343.75
05/05/2022 09:45:47.840,0.09104,0.09195,0.09168,0.06979,,,,,343.75
05/05/2022 09:45:47.860,0.09198,0.09161,0.09159,0.06893,,,,,343.75
05/05/2022 09:45:47.880,0.09250,0.09126,0.09168,0.06790,,,,,343.75
05/05/2022 09:45:47.900,0.09267,0.09101,0.09168,0.06747,,,,,343.75
05/05/2022 09:45:47.920,0.09198,0.09083,0.09134,0.06765,,,,,343.75
