Zeit  1 - Standardmessrate [s]	PW2DC3MR [g]	MX440B_CH 2 [V]	MX440B_CH 3 [V]	PW2DC3MR_1 [V]
0	558,38	-1000000	-1000000	-1000000	
0,02000	557,83	-1000000	-1000000	-1000000	
0,04000	557,61	-1000000	-1000000	-1000000	
0,06000	558,84	-1000000	-1000000	-1000000	
0,08000	560,17	-1000000	-1000000	-1000000	
0,1000	559,97	-1000000	-1000000	-1000000	
0,1200	559,58	-1000000	-1000000	-1000000	
0,1400	560,74	-1000000	-1000000	-1000000	
0,1600	561,77	-1000000	-1000000	-1000000	
0,1800	561,27	-1000000	-1000000	-1000000	
0,2000	559,97	-1000000	-1000000	-1000000	
0,2200	559,56	-1000000	-1000000	-1000000	
0,2400	560,17	-1000000	-1000000	-1000000	
0,2600	560,52	-1000000	-1000000	-1000000	
0,2800	561,10	-1000000	-1000000	-1000000	
0,3000	562,68	-1000000	-1000000	-1000000	
0,3200	564,16	-1000000	-1000000	-1000000	
0,3400	564,54	-1000000	-1000000	-1000000	
0,3600	564,64	-1000000	-1000000	-1000000	
0,3800	565,33	-1000000	-1000000	-1000000	
0,4000	565,59	-1000000	-1000000	-1000000	
0,4200	564,81	-1000000	-1000000	-1000000	
0,4400	563,94	-1000000	-1000000	-1000000	
0,4600	563,77	-1000000	-1000000	-1000000	
0,4800	563,94	-1000000	-1000000	-1000000	
0,5000	563,57	-1000000	-1000000	-1000000	
0,5200	562,83	-1000000	-1000000	-1000000	
0,5400	562,80	-1000000	-1000000	-1000000	
0,5600	563,59	-1000000	-1000000	-1000000	
0,5800	564,20	-1000000	-1000000	-1000000	
0,6000	563,82	-1000000	-1000000	-1000000	
0,6200	563,00	-1000000	-1000000	-1000000	
0,6400	562,84	-1000000	-1000000	-1000000	
0,6600	562,73	-1000000	-1000000	-1000000	
0,6800	562,16	-1000000	-1000000	-1000000	
0,7000	561,34	-1000000	-1000000	-1000000	
0,7200	561,31	-1000000	-1000000	-1000000	
0,7400	562,25	-1000000	-1000000	-1000000	
0,7600	562,76	-1000000	-1000000	-1000000	
0,7800	562,26	-1000000	-1000000	-1000000	
0,8000	562,39	-1000000	-1000000	-1000000	
0,8200	563,43	-1000000	-1000000	-1000000	
0,8400	563,61	-1000000	-1000000	-1000000	
0,8600	562,57	-1000000	-1000000	-1000000	
0,8800	561,87	-1000000	-1000000	-1000000	
0,9000	561,80	-1000000	-1000000	-1000000	
0,9200	560,99	-1000000	-1000000	-1000000	
0,9400	559,56	-1000000	-1000000	-1000000	
0,9600	558,48	-1000000	-1000000	-1000000	
0,9800	558,59	-1000000	-1000000	-1000000	
1,000	559,34	-1000000	-1000000	-1000000	
1,020	560,26	-1000000	-1000000	-1000000	
1,040	561,15	-1000000	-1000000	-1000000	
1,060	561,90	-1000000	-1000000	-1000000	
1,080	562,16	-1000000	-1000000	-1000000	
1,100	561,68	-1000000	-1000000	-1000000	
1,120	561,17	-1000000	-1000000	-1000000	
1,140	560,90	-1000000	-1000000	-1000000	
1,160	560,42	-1000000	-1000000	-1000000	
1,180	559,85	-1000000	-1000000	-1000000	
1,200	560,09	-1000000	-1000000	-1000000	
1,220	561,40	-1000000	-1000000	-1000000	
1,240	562,85	-1000000	-1000000	-1000000	
1,260	563,65	-1000000	-1000000	-1000000	
1,280	563,53	-1000000	-1000000	-1000000	
1,300	562,66	-1000000	-1000000	-1000000	
1,320	561,63	-1000000	-1000000	-1000000	
1,340	561,26	-1000000	-1000000	-1000000	
1,360	560,94	-1000000	-1000000	-1000000	
1,380	560,34	-1000000	-1000000	-1000000	
1,400	559,78	-1000000	-1000000	-1000000	
1,420	559,53	-1000000	-1000000	-1000000	
1,440	559,38	-1000000	-1000000	-1000000	
1,460	559,43	-1000000	-1000000	-1000000	
1,480	560,22	-1000000	-1000000	-1000000	
1,500	561,48	-1000000	-1000000	-1000000	
1,520	562,37	-1000000	-1000000	-1000000	
1,540	562,72	-1000000	-1000000	-1000000	
1,560	562,99	-1000000	-1000000	-1000000	
1,580	562,66	-1000000	-1000000	-1000000	
1,600	561,14	-1000000	-1000000	-1000000	
1,620	559,34	-1000000	-1000000	-1000000	
1,640	558,35	-1000000	-1000000	-1000000	
1,660	558,12	-1000000	-1000000	-1000000	
1,680	558,43	-1000000	-1000000	-1000000	
1,700	559,73	-1000000	-1000000	-1000000	
1,720	561,45	-1000000	-1000000	-1000000	
1,740	562,40	-1000000	-1000000	-1000000	
1,760	562,39	-1000000	-1000000	-1000000	
1,780	562,49	-1000000	-1000000	-1000000	
1,800	562,77	-1000000	-1000000	-1000000	
1,820	562,35	-1000000	-1000000	-1000000	
1,840	561,27	-1000000	-1000000	-1000000	
1,860	559,99	-1000000	-1000000	-1000000	
1,880	559,27	-1000000	-1000000	-1000000	
1,900	558,97	-1000000	-1000000	-1000000	
1,920	559,22	-1000000	-1000000	-1000000	
1,940	559,67	-1000000	-1000000	-1000000	
1,960	560,40	-1000000	-1000000	-1000000	
1,980	560,88	-1000000	-1000000	-1000000	
2,000	561,09	-1000000	-1000000	-1000000	
